truth_table,inputs,exact_minimum_gates,classical_lower_k_plus_1,existing_upper_k_plus_1,khrapchenko_product,decision_tree_leaf_count,mean_certificate_size,maximum_certificate_size,mean_certificate_size_output_0,mean_certificate_size_output_1,anf_terms_degree_0,fourier_negative_degree_0,anf_terms_degree_1,fourier_negative_degree_1,anf_terms_degree_2,fourier_negative_degree_2,anf_terms_degree_3,fourier_negative_degree_3,anf_terms_degree_4,fourier_negative_degree_4,and_factorable_partitions,or_factorable_partitions,canalizing_variable_count,restriction_upper_k_plus_1,factor_upper_k_plus_1,classical_width,restriction_gain,factor_gain,construction_upper_k_plus_1,exact_k_plus_1,true_slack,predicted_residual_slack,learned_reduction_beyond_construction,refined_upper_k_plus_1,cohort,covered,violation,residual_slack,model,risk_stratum,predicted_residual_slack_v3,selective_reduction,selective_upper_k_plus_1,covered_v3
6747328,5,13,4.714285714285714,26.0,4.714285714285714,12.0,2.90625,4.0,2.619047619047619,3.4545454545454546,0.0,1.0,0.0,2.0,5.0,6.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0,16.0,189.0,21.285714285714285,10.0,0.0,16.0,14,12.0,2.9283001876052963,1.0282984268922513,14.97170157310775,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
4067884192,5,13,4.587301587301587,24.0,4.587301587301587,13.0,2.90625,4.0,3.2857142857142856,2.611111111111111,0.0,0.0,0.0,4.0,6.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,17.0,189.0,19.41269841269841,7.0,0.0,17.0,14,10.0,2.9085367707216,1.0085350100085546,15.991464989991446,targeted,True,0.0,3.0,student,medium,2.5770600814168847,0.7391813244778369,16.260818675522163,True
4283699776,5,13,3.571428571428572,22.0,3.571428571428572,13.0,2.59375,4.0,2.555555555555556,2.642857142857143,0.0,1.0,0.0,3.0,6.0,5.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,17.0,189.0,18.428571428571427,5.0,0.0,17.0,14,8.0,2.894478303541309,0.9944765428282638,16.005523457171737,targeted,True,0.0,3.0,student,medium,2.5770600814168847,0.7391813244778369,16.260818675522163,True
825950379,5,13,2.951417004048583,19.0,2.951417004048583,11.0,2.5,3.0,2.1578947368421053,3.0,1.0,1.0,3.0,2.0,7.0,4.0,9.0,4.0,4.0,1.0,0.0,0.0,0.0,17.0,189.0,16.048582995951417,2.0,0.0,17.0,14,5.0,2.8920414594309465,0.9920396987179014,16.007960301282097,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
3149610937,5,13,3.0193236714975846,18.0,3.0193236714975846,11.0,2.5,5.0,3.333333333333333,2.1739130434782608,1.0,0.0,2.0,3.0,4.0,6.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,16.0,189.0,14.980676328502415,2.0,0.0,16.0,14,4.0,2.8908172907697485,0.9908155300567034,15.009184469943296,targeted,True,0.0,2.0,student,low,1.6925968819326973,0.0,16.0,True
4278941521,5,13,3.2666666666666666,19.0,3.2666666666666666,11.0,2.625,4.0,3.1666666666666665,2.3,1.0,0.0,2.0,2.0,6.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,17.0,189.0,15.733333333333334,2.0,0.0,17.0,14,5.0,2.8581981592341075,0.9581963985210624,16.04180360147894,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
35127903,5,13,3.5636363636363635,19.0,3.5636363636363635,11.0,2.59375,4.0,2.227272727272727,3.4,1.0,1.0,2.0,0.0,4.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,17.0,189.0,15.436363636363636,2.0,0.0,17.0,14,5.0,2.853343391861213,0.953341631148168,16.046658368851833,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
72097613,5,13,3.404858299595141,22.0,3.404858299595141,12.0,2.59375,4.0,2.263157894736842,3.076923076923077,1.0,1.0,3.0,1.0,8.0,6.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,18.0,189.0,18.59514170040486,4.0,0.0,18.0,14,8.0,2.8380534544403604,0.9380516937273152,17.061948306272683,targeted,True,0.0,4.0,student,low,1.6925968819326973,0.0,18.0,True
1433483071,5,13,3.404858299595141,21.0,3.404858299595141,12.0,2.65625,4.0,3.076923076923077,2.3684210526315788,1.0,0.0,0.0,0.0,3.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,17.0,189.0,17.59514170040486,4.0,0.0,17.0,14,7.0,2.835869398820678,0.935867638107633,16.064132361892366,targeted,True,0.0,3.0,student,medium,2.5770600814168847,0.7391813244778369,16.260818675522163,True
4125687212,5,13,3.6406926406926408,17.0,3.6406926406926408,11.0,2.59375,4.0,3.272727272727273,2.238095238095238,0.0,0.0,2.0,4.0,5.0,6.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,15.0,189.0,13.359307359307358,2.0,0.0,15.0,14,3.0,2.8266863795888355,0.9266846188757903,14.07331538112421,targeted,True,0.0,1.0,student,low,1.6925968819326973,0.0,15.0,True
18153872,5,13,3.571428571428572,20.0,3.571428571428572,11.0,2.59375,5.0,2.16,4.142857142857143,0.0,1.0,3.0,1.0,7.0,6.0,4.0,7.0,4.0,4.0,0.0,0.0,0.0,17.0,189.0,16.428571428571427,3.0,0.0,17.0,14,6.0,2.822716837150064,0.9227150764370188,16.07728492356298,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
1060320703,5,13,3.155844155844156,18.0,3.155844155844156,10.0,2.59375,4.0,3.1818181818181817,2.2857142857142856,1.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,16.0,189.0,14.844155844155845,2.0,0.0,16.0,14,4.0,2.805132916141731,0.9051311554286858,15.094868844571314,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
1476347327,5,13,3.0193236714975846,20.0,3.0193236714975846,11.0,2.4375,5.0,3.333333333333333,2.0869565217391304,1.0,0.0,0.0,1.0,3.0,5.0,5.0,4.0,3.0,4.0,0.0,0.0,0.0,16.0,189.0,16.980676328502415,4.0,0.0,16.0,14,6.0,2.7901261234655155,0.8901243627524704,15.10987563724753,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
1919561738,5,13,4.266666666666667,18.0,4.266666666666667,12.0,2.8125,4.0,2.6,3.1666666666666665,0.0,1.0,1.0,3.0,3.0,5.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,17.0,189.0,13.733333333333334,1.0,0.0,17.0,14,4.0,2.787902288628278,0.887900527915233,16.11209947208477,targeted,True,0.0,3.0,student,medium,2.4755781732457605,0.6376994163067127,16.362300583693287,True
3485659368,5,13,4.803921568627451,24.0,4.803921568627451,12.0,2.84375,4.0,3.066666666666667,2.647058823529412,0.0,0.0,0.0,5.0,6.0,7.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,17.0,189.0,19.19607843137255,7.0,0.0,17.0,14,10.0,2.787092099112031,0.8870903383989859,16.112909661601016,targeted,True,0.0,3.0,student,medium,2.5770600814168847,0.7391813244778369,16.260818675522163,True
4205736544,5,13,4.270588235294118,21.0,4.270588235294118,12.0,2.84375,4.0,3.066666666666667,2.647058823529412,0.0,0.0,0.0,4.0,6.0,7.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,17.0,189.0,16.729411764705883,4.0,0.0,17.0,14,7.0,2.787092099112031,0.8870903383989859,16.112909661601016,targeted,True,0.0,3.0,student,medium,2.5770600814168847,0.7391813244778369,16.260818675522163,True
2426048768,5,13,4.642512077294686,19.0,4.642512077294686,12.0,2.84375,4.0,2.391304347826087,4.0,0.0,1.0,1.0,4.0,5.0,4.0,3.0,7.0,4.0,2.0,0.0,0.0,0.0,17.0,189.0,14.357487922705314,2.0,0.0,17.0,14,5.0,2.779099815741823,0.8790980550287779,16.120901944971223,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
3155439648,5,13,4.090909090909091,18.0,4.090909090909091,11.0,2.6875,4.0,2.272727272727273,3.6,0.0,1.0,0.0,3.0,4.0,3.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,16.0,189.0,13.90909090909091,2.0,0.0,16.0,14,4.0,2.774161482491088,0.8741597217780428,15.125840278221958,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
4199936311,5,13,4.816666666666666,24.0,4.816666666666666,12.0,2.9375,4.0,3.5,2.6,1.0,0.0,0.0,2.0,6.0,0.0,7.0,3.0,1.0,5.0,0.0,0.0,0.0,17.0,189.0,19.183333333333334,7.0,0.0,17.0,14,10.0,2.761833656128128,0.8618318954150825,16.138168104584917,targeted,True,0.0,3.0,student,medium,2.5770600814168847,0.7391813244778369,16.260818675522163,True
213535816,5,13,4.266666666666667,24.0,4.266666666666667,13.0,2.75,4.0,2.45,3.25,0.0,1.0,0.0,3.0,5.0,6.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,18.0,189.0,19.73333333333333,6.0,0.0,18.0,14,10.0,2.749110186624781,0.8491084259117359,17.150891574088263,targeted,True,0.0,4.0,student,medium,2.5770600814168847,0.7391813244778369,17.260818675522163,True
271799674,5,13,4.063492063492063,20.0,4.063492063492063,12.0,2.65625,4.0,2.333333333333333,3.071428571428572,0.0,1.0,4.0,1.0,5.0,5.0,4.0,7.0,3.0,2.0,0.0,0.0,0.0,17.0,189.0,15.936507936507937,3.0,0.0,17.0,14,6.0,2.740245047972444,0.8402432872593986,16.159756712740602,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
2162001815,5,13,5.0625,21.0,5.0625,13.0,3.09375,4.0,3.1875,3.0,1.0,0.0,0.0,1.0,6.0,1.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,17.0,189.0,15.9375,4.0,0.0,17.0,14,7.0,2.73811840290647,0.838116642193425,16.161883357806573,targeted,True,0.0,3.0,student,medium,2.5770600814168847,0.7391813244778369,16.260818675522163,True
267845968,5,13,3.571428571428572,20.0,3.571428571428572,12.0,2.625,4.0,2.2777777777777777,3.071428571428572,0.0,1.0,3.0,1.0,5.0,3.0,7.0,4.0,3.0,3.0,0.0,0.0,0.0,17.0,189.0,16.428571428571427,3.0,0.0,17.0,14,6.0,2.708549393783428,0.8085476330703831,16.191452366929617,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
2697994978,5,13,3.6406926406926408,19.0,3.6406926406926408,11.0,2.5625,4.0,2.1904761904761907,3.272727272727273,0.0,1.0,1.0,2.0,4.0,4.0,5.0,7.0,3.0,2.0,0.0,0.0,0.0,17.0,189.0,15.359307359307358,2.0,0.0,17.0,14,5.0,2.705995930577016,0.805994169863971,16.194005830136028,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
3637435080,5,13,3.768627450980392,24.0,3.768627450980392,12.0,2.71875,4.0,3.066666666666667,2.411764705882353,0.0,0.0,0.0,5.0,6.0,6.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,16.0,189.0,20.231372549019607,8.0,0.0,16.0,14,10.0,2.69477794827278,0.7947761875597346,15.205223812440266,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
50464636,5,13,4.714285714285714,26.0,4.714285714285714,13.0,2.78125,4.0,2.333333333333333,3.636363636363636,0.0,1.0,3.0,0.0,5.0,7.0,8.0,8.0,2.0,2.0,0.0,0.0,0.0,17.0,189.0,21.285714285714285,9.0,0.0,17.0,14,12.0,2.69465526518136,0.794653504468315,16.205346495531685,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
4011267927,5,13,4.266666666666667,26.0,4.266666666666667,15.0,2.75,5.0,3.333333333333333,2.4,1.0,0.0,0.0,2.0,2.0,1.0,4.0,6.0,4.0,3.0,0.0,0.0,0.0,18.0,189.0,21.73333333333333,8.0,0.0,18.0,14,12.0,2.691255409850993,0.791253649137948,17.20874635086205,targeted,True,0.0,4.0,student,medium,2.5770600814168847,0.7391813244778369,17.260818675522163,True
992637781,5,13,4.270588235294118,21.0,4.270588235294118,12.0,2.78125,4.0,3.066666666666667,2.5294117647058822,1.0,0.0,2.0,1.0,3.0,6.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,18.0,189.0,16.729411764705883,3.0,0.0,18.0,14,7.0,2.6686511084697657,0.7686493477567207,17.23135065224328,targeted,True,0.0,4.0,student,low,1.6925968819326973,0.0,18.0,True
4195548192,5,13,3.768627450980392,20.0,3.768627450980392,13.0,2.625,4.0,2.588235294117647,2.6666666666666665,0.0,1.0,0.0,4.0,5.0,6.0,8.0,6.0,4.0,2.0,0.0,0.0,0.0,16.0,189.0,16.231372549019607,4.0,0.0,16.0,14,6.0,2.642586699903434,0.7425849391903889,15.257415060809612,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
573911359,5,13,3.768627450980392,21.0,3.768627450980392,11.0,2.71875,4.0,2.411764705882353,3.066666666666667,1.0,1.0,0.0,0.0,5.0,3.0,6.0,5.0,2.0,4.0,0.0,0.0,0.0,18.0,189.0,17.231372549019607,3.0,0.0,18.0,14,7.0,2.640783464360376,0.7407817036473308,17.25921829635267,targeted,True,0.0,4.0,student,medium,2.5770600814168847,0.7391813244778369,17.260818675522163,True
822621952,5,13,3.0193236714975846,23.0,3.0193236714975846,12.0,2.53125,5.0,2.217391304347826,3.333333333333333,0.0,1.0,1.0,1.0,0.0,4.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,16.0,189.0,19.980676328502412,7.0,0.0,16.0,14,9.0,2.638571446051055,0.7385696853380099,15.26143031466199,targeted,True,0.0,2.0,student,low,1.6925968819326973,0.0,16.0,True
284170098,5,13,3.890688259109312,20.0,3.890688259109312,12.0,2.875,4.0,2.5789473684210527,3.3076923076923075,0.0,1.0,3.0,1.0,6.0,7.0,5.0,7.0,2.0,4.0,0.0,0.0,0.0,17.0,189.0,16.10931174089069,3.0,0.0,17.0,14,6.0,2.622764976205601,0.7227632154925558,16.277236784507444,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
2718493376,5,13,3.6406926406926408,22.0,3.6406926406926408,12.0,2.53125,5.0,2.1904761904761907,3.1818181818181817,0.0,1.0,0.0,4.0,2.0,6.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,16.0,189.0,18.35930735930736,6.0,0.0,16.0,14,8.0,2.601189859976149,0.7011880992631041,15.298811900736895,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
3741520223,5,13,4.270588235294118,21.0,4.270588235294118,12.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,5.0,3.0,6.0,6.0,3.0,4.0,0.0,0.0,0.0,16.0,189.0,16.729411764705883,5.0,0.0,16.0,14,7.0,2.598893358164198,0.6988915974511531,15.301108402548849,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
183140287,5,13,3.6406926406926408,22.0,3.6406926406926408,12.0,2.53125,5.0,3.272727272727273,2.142857142857143,1.0,0.0,1.0,1.0,2.0,7.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,17.0,189.0,18.35930735930736,5.0,0.0,17.0,14,8.0,2.597889356510578,0.6978875957975328,16.302112404202468,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
3577209015,5,13,4.959514170040486,21.0,4.959514170040486,14.0,2.90625,4.0,3.3846153846153846,2.5789473684210527,1.0,0.0,1.0,2.0,3.0,5.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,19.0,189.0,16.040485829959515,2.0,0.0,19.0,14,7.0,2.595310065722038,0.695308305008993,18.304691694991007,targeted,True,0.0,5.0,student,low,1.6925968819326973,0.0,19.0,True
3087914,5,13,4.266666666666667,25.0,4.266666666666667,12.0,2.6875,5.0,2.35,3.25,0.0,1.0,2.0,1.0,5.0,6.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,17.0,189.0,20.73333333333333,8.0,0.0,17.0,14,11.0,2.591175096184453,0.691173335471408,16.308826664528592,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
3097735344,5,13,3.571428571428572,19.0,3.571428571428572,11.0,2.4375,4.0,2.2777777777777777,2.642857142857143,0.0,1.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,16.0,189.0,15.428571428571429,3.0,0.0,16.0,14,5.0,2.589375658767545,0.6893738980544999,15.3106261019455,targeted,True,0.0,2.0,student,low,1.6925968819326973,0.0,16.0,True
185053555,5,13,4.803921568627451,22.0,4.803921568627451,14.0,2.90625,4.0,2.588235294117647,3.2666666666666666,1.0,1.0,1.0,0.0,4.0,1.0,8.0,4.0,4.0,3.0,0.0,0.0,0.0,20.0,189.0,17.19607843137255,2.0,0.0,20.0,14,8.0,2.587064994780778,0.687063234067733,19.312936765932267,targeted,True,0.0,6.0,student,low,1.6925968819326973,0.0,20.0,True
3153907904,5,13,3.768627450980392,19.0,3.768627450980392,11.0,2.84375,4.0,2.6,3.0588235294117645,0.0,0.0,0.0,5.0,5.0,6.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,15.0,189.0,15.231372549019609,4.0,0.0,15.0,14,5.0,2.586902048332016,0.6869002876189709,14.313099712381028,targeted,True,0.0,1.0,student,medium,2.5770600814168847,0.7391813244778369,14.260818675522163,True
4041253920,5,13,3.155844155844156,19.0,3.155844155844156,12.0,2.59375,5.0,2.2857142857142856,3.1818181818181817,0.0,1.0,0.0,5.0,2.0,5.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,15.0,189.0,15.844155844155845,4.0,0.0,15.0,14,5.0,2.586105496377074,0.6861037356640289,14.313896264335972,targeted,True,0.0,1.0,student,medium,2.5770600814168847,0.7391813244778369,14.260818675522163,True
1002086432,5,13,3.404858299595141,22.0,3.404858299595141,12.0,2.5625,4.0,2.210526315789474,3.076923076923077,0.0,1.0,0.0,4.0,4.0,7.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,16.0,189.0,18.59514170040486,6.0,0.0,16.0,14,8.0,2.5800272822679085,0.6800255215548634,15.319974478445136,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
121075707,5,13,3.6406926406926408,22.0,3.6406926406926408,12.0,2.625,5.0,3.1818181818181817,2.333333333333333,1.0,0.0,1.0,0.0,4.0,7.0,4.0,6.0,2.0,1.0,0.0,0.0,0.0,17.0,189.0,18.35930735930736,5.0,0.0,17.0,14,8.0,2.579142755980101,0.6791409952670557,16.320859004732945,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
4205575479,5,13,4.642512077294686,23.0,4.642512077294686,14.0,2.875,5.0,4.111111111111111,2.391304347826087,1.0,0.0,0.0,3.0,6.0,3.0,5.0,4.0,3.0,6.0,0.0,0.0,0.0,18.0,189.0,18.357487922705317,5.0,0.0,18.0,14,9.0,2.575475504965689,0.6754737442526442,17.324526255747354,targeted,True,0.0,4.0,student,medium,2.5770600814168847,0.7391813244778369,17.260818675522163,True
285348422,5,13,4.6875,25.0,4.6875,12.0,2.71875,4.0,2.2916666666666665,4.0,0.0,1.0,2.0,0.0,5.0,5.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,16.0,189.0,20.3125,9.0,0.0,16.0,14,11.0,2.56429897330152,0.6642972125884747,15.335702787411526,targeted,True,0.0,2.0,student,low,1.6925968819326973,0.0,16.0,True
3504137440,5,13,3.768627450980392,20.0,3.768627450980392,11.0,2.53125,4.0,2.5294117647058822,2.533333333333333,0.0,1.0,0.0,3.0,5.0,6.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,16.0,189.0,16.231372549019607,4.0,0.0,16.0,14,6.0,2.5556356352493053,0.6556338745362602,15.34436612546374,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
35895978,5,13,2.951417004048583,23.0,2.951417004048583,11.0,2.4375,4.0,2.3684210526315788,2.5384615384615383,0.0,1.0,2.0,1.0,5.0,7.0,6.0,6.0,5.0,4.0,0.0,0.0,0.0,16.0,189.0,20.048582995951417,7.0,0.0,16.0,14,9.0,2.555482157837973,0.6554803971249279,15.344519602875073,targeted,True,0.0,2.0,student,low,1.6925968819326973,0.0,16.0,True
4194513407,5,13,4.959514170040486,25.0,4.959514170040486,11.0,2.84375,4.0,3.230769230769231,2.5789473684210527,1.0,0.0,0.0,2.0,5.0,3.0,3.0,5.0,4.0,5.0,0.0,0.0,0.0,16.0,189.0,20.040485829959515,9.0,0.0,16.0,14,11.0,2.554531007773519,0.654529247060474,15.345470752939526,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
1208903694,5,13,4.714285714285714,24.0,4.714285714285714,12.0,2.6875,5.0,2.333333333333333,3.363636363636364,0.0,1.0,2.0,2.0,5.0,7.0,1.0,5.0,2.0,3.0,0.0,0.0,0.0,16.0,189.0,19.285714285714285,8.0,0.0,16.0,14,10.0,2.5442327252880403,0.6442309645749953,15.355769035425006,targeted,True,0.0,2.0,student,low,1.6925968819326973,0.0,16.0,True
876006592,5,13,5.5425101214574894,24.0,5.5425101214574894,11.0,2.84375,4.0,2.5789473684210527,3.230769230769231,0.0,1.0,0.0,4.0,5.0,8.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,15.0,189.0,18.45748987854251,9.0,0.0,15.0,14,10.0,2.53965736188005,0.6396556011670049,14.360344398832996,targeted,True,0.0,1.0,student,medium,2.5770600814168847,0.7391813244778369,14.260818675522163,True
566165664,5,13,3.155844155844156,26.0,3.155844155844156,12.0,2.5,4.0,2.142857142857143,3.1818181818181817,0.0,1.0,1.0,3.0,1.0,8.0,6.0,5.0,4.0,3.0,0.0,0.0,0.0,17.0,189.0,22.844155844155843,9.0,0.0,17.0,14,12.0,2.53810479744209,0.6381030367290448,16.361896963270954,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
589464772,5,13,4.654545454545454,18.0,4.654545454545454,11.0,2.6875,4.0,2.272727272727273,3.6,0.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,16.0,189.0,13.345454545454546,2.0,0.0,16.0,14,4.0,2.5375173129502877,0.6375155522372422,15.362484447762755,targeted,True,0.0,2.0,student,low,1.6925968819326973,0.0,16.0,True
1406270463,5,13,3.0193236714975846,20.0,3.0193236714975846,12.0,2.5,4.0,3.555555555555556,2.0869565217391304,1.0,0.0,0.0,1.0,3.0,5.0,6.0,3.0,4.0,5.0,0.0,0.0,0.0,17.0,189.0,16.980676328502415,3.0,0.0,17.0,14,6.0,2.5359069064416286,0.6359051457285836,16.364094854271418,targeted,True,0.0,3.0,student,medium,2.5770600814168847,0.7391813244778369,16.260818675522163,True
137898664,5,13,3.5636363636363635,22.0,3.5636363636363635,12.0,2.71875,4.0,2.3181818181818183,3.6,0.0,1.0,0.0,1.0,4.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,15.0,189.0,18.43636363636364,7.0,0.0,15.0,14,8.0,2.534678622233736,0.6346768615206906,14.36532313847931,targeted,True,0.0,1.0,student,medium,2.5770600814168847,0.7391813244778369,14.260818675522163,True
1006586619,5,13,3.5217391304347827,21.0,3.5217391304347827,12.0,2.625,4.0,4.0,2.0869565217391304,1.0,0.0,2.0,2.0,6.0,6.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,18.0,189.0,17.47826086956522,3.0,0.0,18.0,14,7.0,2.528227692402119,0.6282259316890739,17.371774068310927,targeted,True,0.0,4.0,student,low,1.6925968819326973,0.0,18.0,True
81534972,5,13,3.768627450980392,24.0,3.768627450980392,12.0,2.78125,4.0,3.0,2.588235294117647,0.0,0.0,3.0,1.0,4.0,7.0,3.0,8.0,4.0,2.0,0.0,0.0,0.0,16.0,189.0,20.231372549019607,8.0,0.0,16.0,14,10.0,2.5272886255719107,0.6272868648588656,15.372713135141137,targeted,True,0.0,2.0,student,low,1.6925968819326973,0.0,16.0,True
16834315,5,13,2.705627705627706,22.0,2.705627705627706,13.0,2.4375,4.0,2.095238095238096,3.090909090909091,1.0,1.0,3.0,1.0,7.0,5.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,17.0,189.0,19.29437229437229,5.0,0.0,17.0,14,8.0,2.523261975470659,0.6232602147576141,16.376739785242385,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
1460895250,5,13,4.0,25.0,4.0,12.0,2.875,4.0,2.625,3.125,0.0,0.0,3.0,1.0,6.0,7.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,17.0,189.0,21.0,8.0,0.0,17.0,14,11.0,2.522239785403888,0.622238024690843,16.377761975309156,targeted,True,0.0,3.0,student,low,1.6925968819326973,0.0,17.0,True
2829354112,5,13,4.06280193236715,23.0,4.06280193236715,12.0,2.59375,5.0,2.217391304347826,3.555555555555556,0.0,1.0,0.0,5.0,2.0,4.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,16.0,189.0,18.93719806763285,7.0,0.0,16.0,14,9.0,2.5220746448063744,0.6220728840933294,15.37792711590667,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
4197599424,5,13,4.4089068825910935,19.0,4.4089068825910935,12.0,2.71875,4.0,2.3157894736842106,3.3076923076923075,0.0,1.0,0.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,16.0,189.0,14.591093117408906,3.0,0.0,16.0,14,5.0,2.5200448666085373,0.6200431058954923,15.379956894104508,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
2711612895,5,13,5.254545454545455,23.0,5.254545454545455,12.0,2.875,4.0,4.0,2.363636363636364,1.0,0.0,0.0,1.0,3.0,2.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,18.0,189.0,17.745454545454546,5.0,0.0,18.0,14,9.0,2.519306005663049,0.6193042449500039,17.380695755049995,targeted,True,0.0,4.0,student,medium,2.5770600814168847,0.7391813244778369,17.260818675522163,True
118951160,5,13,5.142857142857143,26.0,5.142857142857143,12.0,2.90625,4.0,2.611111111111111,3.2857142857142856,0.0,1.0,2.0,0.0,4.0,5.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,16.0,189.0,20.857142857142858,10.0,0.0,16.0,14,12.0,2.513688175753958,0.6136864150409136,15.386313584959089,targeted,True,0.0,2.0,student,low,1.6925968819326973,0.0,16.0,True
2208138239,5,13,4.4089068825910935,20.0,4.4089068825910935,11.0,2.84375,4.0,3.230769230769231,2.5789473684210527,1.0,0.0,0.0,1.0,3.0,4.0,4.0,7.0,5.0,2.0,0.0,0.0,0.0,16.0,189.0,15.591093117408906,4.0,0.0,16.0,14,6.0,2.5003496203831936,0.6003478596701486,15.399652140329852,targeted,True,0.0,2.0,student,medium,2.5770600814168847,0.7391813244778369,15.260818675522163,True
196173695,5,13,4.266666666666667,22.0,4.266666666666667,12.0,2.75,4.0,3.25,2.45,1.0,0.0,0.0,0.0,2.0,3.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,17.0,189.0,17.733333333333334,5.0,0.0,17.0,14,8.0,2.4968448813822715,0.5968431206692264,16.403156879330773,targeted,True,0.0,3.0,student,medium,2.5770600814168847,0.7391813244778369,16.260818675522163,True
