truth_table,khrapchenko_product,decision_tree_leaf_count,mean_certificate_size,maximum_certificate_size,mean_certificate_size_output_0,mean_certificate_size_output_1,anf_terms_degree_0,fourier_negative_degree_0,anf_terms_degree_1,fourier_negative_degree_1,anf_terms_degree_2,fourier_negative_degree_2,anf_terms_degree_3,fourier_negative_degree_3,anf_terms_degree_4,fourier_negative_degree_4,exact_aon_cover_upper,exact_minimum_gates,classical_lower_k_plus_1,classical_upper_k_plus_1,predicted_k_plus_1,classical_width,and_factorable_partitions,or_factorable_partitions,canalizing_variable_count,restriction_upper_k_plus_1,factor_upper_k_plus_1,construction_upper_k_plus_1,prime_cover_slack,cohort,baseline_lower_k_plus_1,baseline_upper_k_plus_1,baseline_covered,structure_augmented_lower_k_plus_1,structure_augmented_upper_k_plus_1,structure_augmented_covered,inputs,existing_upper_k_plus_1,source,restriction_gain,factor_gain,exact_k_plus_1,true_slack,residual_slack,model,predicted_residual_slack,calibration_offset,learned_reduction_beyond_construction,refined_upper_k_plus_1,covered
4121884580,4.16017316017316,10.0,2.65625,4.0,3.4545454545454546,2.238095238095238,0.0,0.0,2.0,5.0,5.0,6.0,4.0,6.0,2.0,3.0,19,12,4.16017316017316,19.0,11.630062835339809,14.83982683982684,0.0,0.0,0.0,14.0,189.0,14.0,7.369937164660193,cost_12_random_reference,9.065589386082852,13.087371699236629,True,8.962213512282123,13.055416972006372,True,5,19.0,n5_cost_12_challenge,5.0,0.0,13,6.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
1415063592,5.254545454545455,12.0,2.75,4.0,2.363636363636364,3.6,0.0,1.0,0.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,24,12,5.254545454545455,24.0,14.678096002584809,18.745454545454546,0.0,0.0,0.0,15.0,189.0,15.0,9.321903997415191,cost_12_random_reference,11.858812405039508,16.120322068367955,True,12.154991643287277,16.06553491000652,True,5,24.0,n5_cost_12_challenge,9.0,0.0,13,11.0,2.0,student,1.9291086303444553,1.7045865256933213,0.2245221046511341,14.775477895348866,True
4284284173,3.0727272727272728,9.0,2.46875,4.0,3.2,2.136363636363636,1.0,0.0,3.0,3.0,6.0,2.0,4.0,3.0,3.0,0.0,17,12,3.0727272727272728,17.0,12.017506554021224,13.927272727272728,0.0,0.0,0.0,13.0,189.0,13.0,4.982493445978776,cost_12_random_reference,9.523954788520776,13.226313211708222,True,9.589228055149096,13.26590897008922,True,5,17.0,n5_cost_12_challenge,4.0,0.0,13,4.0,0.0,student,1.6961552421505335,1.7045865256933213,0.0,13.0,True
85057467,3.2980392156862743,10.0,2.78125,4.0,2.533333333333333,3.0,1.0,0.0,1.0,1.0,3.0,6.0,3.0,5.0,2.0,3.0,16,12,3.2980392156862743,16.0,10.847785514059648,12.701960784313727,0.0,0.0,0.0,16.0,189.0,16.0,5.152214485940352,cost_12_random_reference,8.06706194357156,12.266853213997436,False,8.157988326522815,12.212285276581625,False,5,16.0,n5_cost_12_challenge,0.0,0.0,13,3.0,3.0,student,3.340170429641291,1.7045865256933213,1.6355839039479698,14.36441609605203,True
1082179498,3.404858299595141,11.0,2.34375,5.0,2.1578947368421053,2.6153846153846154,0.0,1.0,2.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,20,12,3.404858299595141,20.0,12.538196662834494,16.59514170040486,0.0,0.0,0.0,15.0,189.0,15.0,7.461803337165506,cost_12_random_reference,9.778095573267604,13.946209055766012,True,9.869736482209944,13.914547956156213,True,5,20.0,n5_cost_12_challenge,5.0,0.0,13,7.0,2.0,student,1.6961552421505335,1.7045865256933213,0.0,15.0,True
2855525072,4.515625,10.0,3.0625,4.0,3.125,3.0,0.0,0.0,2.0,3.0,5.0,5.0,4.0,5.0,2.0,1.0,21,12,4.515625,21.0,13.582553675258868,16.484375,0.0,0.0,0.0,15.0,189.0,15.0,7.417446324741132,cost_12_random_reference,10.960023226027456,14.999355125778065,True,10.96919284471464,14.971910380209492,True,5,21.0,n5_cost_12_challenge,6.0,0.0,13,8.0,2.0,student,1.6961552421505335,1.7045865256933213,0.0,15.0,True
3495255120,3.404858299595141,11.0,2.46875,4.0,2.3684210526315788,2.6153846153846154,0.0,1.0,2.0,4.0,5.0,5.0,5.0,7.0,3.0,2.0,18,12,3.404858299595141,18.0,11.307565949406612,14.59514170040486,0.0,0.0,0.0,15.0,189.0,15.0,6.692434050593388,cost_12_random_reference,8.403932206257442,12.656051929892506,False,8.45628196804877,12.655435214437064,False,5,18.0,n5_cost_12_challenge,3.0,0.0,13,5.0,2.0,student,1.6961552421505335,1.7045865256933213,0.0,15.0,True
2866258165,4.063492063492063,9.0,2.625,5.0,2.642857142857143,2.611111111111111,1.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,20,12,4.063492063492063,20.0,13.119005593992313,15.936507936507937,0.0,0.0,0.0,14.0,189.0,14.0,6.880994406007687,cost_12_random_reference,10.496955500309216,14.425498316895167,True,10.71230813776868,14.405229408640857,True,5,20.0,n5_cost_12_challenge,6.0,0.0,13,7.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
4243423103,3.692307692307693,11.0,2.53125,5.0,4.166666666666667,2.1538461538461537,1.0,0.0,0.0,1.0,3.0,2.0,5.0,3.0,2.0,3.0,22,12,3.692307692307693,22.0,13.49610692712907,18.307692307692307,0.0,0.0,0.0,15.0,189.0,15.0,8.50389307287093,cost_12_random_reference,10.747543665356734,14.937835031618713,True,10.970837028973062,14.87030123813083,True,5,22.0,n5_cost_12_challenge,7.0,0.0,13,9.0,2.0,student,1.9291086303444553,1.7045865256933213,0.2245221046511341,14.775477895348866,True
1156369868,2.640625,11.0,2.625,4.0,3.0,2.25,0.0,0.0,2.0,1.0,4.0,6.0,7.0,1.0,3.0,3.0,21,12,2.640625,21.0,13.949900553944802,18.359375,0.0,0.0,0.0,14.0,189.0,14.0,7.050099446055198,cost_12_random_reference,11.364100510867768,15.37969617923143,True,11.308290809691002,15.30883134090072,True,5,21.0,n5_cost_12_challenge,7.0,0.0,13,8.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
3981812145,4.803921568627451,11.0,3.0625,4.0,3.1333333333333333,3.0,1.0,0.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,23,12,4.803921568627451,23.0,14.479268708240587,18.19607843137255,0.0,0.0,0.0,15.0,189.0,15.0,8.520731291759411,cost_12_random_reference,11.865866276349273,15.9681775281639,True,11.908732667611844,15.87549818451566,True,5,23.0,n5_cost_12_challenge,8.0,0.0,13,10.0,2.0,student,1.6961552421505335,1.7045865256933213,0.0,15.0,True
89195456,4.06280193236715,12.0,2.84375,4.0,2.391304347826087,4.0,0.0,1.0,2.0,1.0,6.0,6.0,1.0,6.0,5.0,4.0,19,12,4.06280193236715,19.0,12.09927345699368,14.937198067632849,0.0,0.0,0.0,18.0,189.0,18.0,6.900726543006321,cost_12_random_reference,9.172161707815466,13.561260959051394,True,9.314907048638506,13.507811172890852,True,5,19.0,n5_cost_12_challenge,1.0,0.0,13,6.0,5.0,student,1.6961552421505335,1.7045865256933213,0.0,18.0,True
2945248640,3.515625,13.0,2.78125,4.0,2.5625,3.0,0.0,0.0,1.0,4.0,3.0,4.0,6.0,2.0,3.0,2.0,22,12,3.515625,22.0,13.438602609399808,18.484375,0.0,0.0,0.0,17.0,189.0,17.0,8.561397390600193,cost_12_random_reference,10.79543421250691,14.837928103027371,True,10.898201187040186,14.793225012743326,True,5,22.0,n5_cost_12_challenge,5.0,0.0,13,9.0,4.0,student,1.6961552421505335,1.7045865256933213,0.0,17.0,True
4025724588,4.090909090909091,12.0,2.75,4.0,3.4,2.4545454545454546,0.0,0.0,2.0,4.0,3.0,4.0,6.0,2.0,2.0,2.0,21,12,4.090909090909091,21.0,12.913994358858565,16.90909090909091,0.0,0.0,0.0,16.0,189.0,16.0,8.086005641141437,cost_12_random_reference,10.330804616685857,14.357680713885037,True,10.38228555962732,14.293657714285027,True,5,21.0,n5_cost_12_challenge,5.0,0.0,13,8.0,3.0,student,1.6961552421505335,1.7045865256933213,0.0,16.0,True
4044877919,4.4089068825910935,13.0,2.8125,4.0,3.1538461538461537,2.5789473684210527,1.0,0.0,1.0,1.0,3.0,4.0,6.0,8.0,2.0,2.0,21,12,4.4089068825910935,21.0,12.57484893615617,16.591093117408906,0.0,0.0,0.0,15.0,189.0,15.0,8.42515106384383,cost_12_random_reference,9.66404313768312,13.995854344923575,True,9.829371015045814,13.944573029416802,True,5,21.0,n5_cost_12_challenge,6.0,0.0,13,8.0,2.0,student,1.6961552421505335,1.7045865256933213,0.0,15.0,True
3439307333,4.4089068825910935,9.0,2.65625,4.0,3.076923076923077,2.3684210526315788,1.0,0.0,3.0,3.0,5.0,3.0,7.0,3.0,5.0,1.0,18,12,4.4089068825910935,18.0,12.256991191617551,13.591093117408906,0.0,0.0,0.0,14.0,189.0,14.0,5.743008808382449,cost_12_random_reference,9.726716760678462,13.587378605854264,True,9.787897589568946,13.563094480272396,True,5,18.0,n5_cost_12_challenge,4.0,0.0,13,5.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
4260405667,4.063492063492063,10.0,2.78125,4.0,3.142857142857143,2.5,1.0,0.0,3.0,4.0,5.0,3.0,5.0,2.0,1.0,1.0,18,12,4.063492063492063,18.0,12.29458227011367,13.936507936507937,0.0,0.0,0.0,14.0,189.0,14.0,5.70541772988633,cost_12_random_reference,9.75856576702153,13.732959867253546,True,9.800749749015848,13.714109532756702,True,5,18.0,n5_cost_12_challenge,4.0,0.0,13,5.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
2325056159,4.515625,9.0,2.8125,4.0,2.625,3.0,1.0,0.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,18,12,4.515625,18.0,11.547956275879642,13.484375,0.0,0.0,0.0,14.0,189.0,14.0,6.452043724120358,cost_12_random_reference,8.759091217154324,12.862174849817038,False,9.104285834211886,12.825112347825884,False,5,18.0,n5_cost_12_challenge,4.0,0.0,13,5.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
3654353167,4.587301587301587,11.0,2.875,4.0,2.7222222222222223,3.071428571428572,1.0,1.0,1.0,1.0,5.0,1.0,7.0,5.0,3.0,3.0,23,12,4.587301587301587,23.0,13.809659117917072,18.41269841269841,0.0,0.0,0.0,15.0,189.0,15.0,9.190340882082928,cost_12_random_reference,11.0265011467011,15.28023609910561,True,11.200440922184404,15.190857972465166,True,5,23.0,n5_cost_12_challenge,8.0,0.0,13,10.0,2.0,student,1.6961552421505335,1.7045865256933213,0.0,15.0,True
3427585883,3.571428571428572,11.0,2.59375,5.0,2.571428571428572,2.611111111111111,1.0,0.0,2.0,2.0,5.0,1.0,8.0,4.0,3.0,1.0,19,12,3.571428571428572,19.0,11.257139859255089,15.428571428571427,0.0,0.0,0.0,15.0,189.0,15.0,7.742860140744913,cost_12_random_reference,8.529634653104917,12.672035066097934,False,8.736296297145836,12.62692457271772,False,5,19.0,n5_cost_12_challenge,4.0,0.0,13,6.0,2.0,student,1.6961552421505335,1.7045865256933213,0.0,15.0,True
1056505544,4.266666666666667,12.0,3.0625,4.0,3.1666666666666665,3.0,0.0,0.0,0.0,4.0,6.0,6.0,4.0,0.0,0.0,0.0,20,12,4.266666666666667,20.0,12.539233408501635,15.733333333333334,0.0,0.0,0.0,15.0,189.0,15.0,7.460766591498363,cost_12_random_reference,9.85588953534216,13.968637491507964,True,10.00665909268444,13.95596710314454,True,5,20.0,n5_cost_12_challenge,5.0,0.0,13,7.0,2.0,student,2.7045865256933213,1.7045865256933213,1.0,14.0,True
553684228,3.571428571428572,11.0,2.5625,5.0,2.12,4.142857142857143,0.0,1.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,4.0,20,12,3.571428571428572,20.0,12.098367297658104,16.428571428571427,0.0,0.0,0.0,16.0,189.0,16.0,7.901632702341896,cost_12_random_reference,9.111292820952295,13.574608254336518,True,9.32327419360577,13.512635974215916,True,5,20.0,n5_cost_12_challenge,4.0,0.0,13,7.0,3.0,student,1.6961552421505335,1.7045865256933213,0.0,16.0,True
296990015,4.063492063492063,12.0,2.71875,4.0,3.071428571428572,2.4444444444444446,1.0,0.0,0.0,0.0,3.0,4.0,2.0,5.0,4.0,2.0,22,12,4.063492063492063,22.0,13.605032683878711,17.936507936507937,0.0,0.0,0.0,17.0,189.0,17.0,8.394967316121289,cost_12_random_reference,10.893445194719606,15.045656192659996,True,11.069582233796748,14.972859805879342,True,5,22.0,n5_cost_12_challenge,5.0,0.0,13,9.0,4.0,student,1.9291086303444553,1.7045865256933213,0.2245221046511341,16.775477895348867,True
2135229823,4.4089068825910935,13.0,2.78125,4.0,3.076923076923077,2.5789473684210527,1.0,0.0,0.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,22,12,4.4089068825910935,22.0,13.20125272120794,17.591093117408906,0.0,0.0,0.0,18.0,189.0,18.0,8.79874727879206,cost_12_random_reference,10.415876226121425,14.667365055110048,True,10.553213143400228,14.612573610919943,True,5,22.0,n5_cost_12_challenge,4.0,0.0,13,9.0,5.0,student,1.9291086303444553,1.7045865256933213,0.2245221046511341,17.775477895348867,True
3309633440,3.515625,11.0,2.75,3.0,3.0,2.5,0.0,0.0,1.0,3.0,2.0,6.0,6.0,5.0,2.0,0.0,19,12,3.515625,19.0,10.471261854163073,15.484375,0.0,0.0,0.0,14.0,189.0,14.0,8.528738145836929,cost_12_random_reference,8.507489182544727,11.835171050615244,False,8.507188687570391,11.811110318120845,False,5,19.0,n5_cost_12_challenge,5.0,0.0,13,6.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
3490218112,3.102564102564102,11.0,2.4375,5.0,2.0384615384615383,4.166666666666667,0.0,1.0,0.0,5.0,0.0,2.0,3.0,3.0,2.0,2.0,17,12,3.102564102564102,17.0,11.15899981655116,13.897435897435898,0.0,0.0,0.0,15.0,189.0,15.0,5.841000183448839,cost_12_random_reference,8.483371871665883,12.544032043476427,False,8.679452912835735,12.52352936467112,False,5,17.0,n5_cost_12_challenge,2.0,0.0,13,4.0,2.0,student,1.9291086303444553,1.7045865256933213,0.2245221046511341,14.775477895348866,True
4129485840,3.571428571428572,12.0,2.53125,4.0,2.555555555555556,2.5,0.0,1.0,1.0,3.0,5.0,5.0,7.0,3.0,2.0,2.0,17,12,3.571428571428572,17.0,10.472647673130648,13.428571428571427,0.0,0.0,0.0,14.0,189.0,14.0,6.527352326869352,cost_12_random_reference,8.697882235537033,11.913312745424523,False,8.65755400454501,11.861606547210426,False,5,17.0,n5_cost_12_challenge,3.0,0.0,13,4.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
1617055342,4.587301587301587,10.0,2.8125,4.0,2.611111111111111,3.071428571428572,0.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,21,12,4.587301587301587,21.0,12.864572229266932,16.41269841269841,0.0,0.0,0.0,15.0,189.0,15.0,8.135427770733068,cost_12_random_reference,10.106828816775463,14.2762807421126,True,10.316097180743697,14.240265276599589,True,5,21.0,n5_cost_12_challenge,6.0,0.0,13,8.0,2.0,student,1.6961552421505335,1.7045865256933213,0.0,15.0,True
4022403033,3.0727272727272728,11.0,2.46875,4.0,3.2,2.136363636363636,1.0,0.0,3.0,3.0,6.0,2.0,5.0,3.0,4.0,0.0,17,12,3.0727272727272728,17.0,11.071877159210304,13.927272727272728,0.0,0.0,0.0,15.0,189.0,15.0,5.928122840789696,cost_12_random_reference,8.584232476703786,12.442616872509683,False,8.595448162058892,12.416708119362706,False,5,17.0,n5_cost_12_challenge,2.0,0.0,13,4.0,2.0,student,1.6961552421505335,1.7045865256933213,0.0,15.0,True
450498650,4.4089068825910935,10.0,2.78125,4.0,2.5789473684210527,3.076923076923077,0.0,1.0,2.0,3.0,1.0,6.0,3.0,6.0,4.0,3.0,20,12,4.4089068825910935,20.0,12.376715848070802,15.591093117408906,0.0,0.0,0.0,14.0,189.0,14.0,7.623284151929198,cost_12_random_reference,9.773471004553404,13.818803297644898,True,9.743892019483752,13.785665981553343,True,5,20.0,n5_cost_12_challenge,6.0,0.0,13,7.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
2968979447,3.75,12.0,2.59375,4.0,3.083333333333333,2.3,1.0,0.0,0.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,18,12,3.75,18.0,11.003483082655212,14.25,0.0,0.0,0.0,14.0,189.0,14.0,6.996516917344788,cost_12_random_reference,8.319023355344294,12.42235788025932,False,8.508907725693739,12.372342580250187,False,5,18.0,n5_cost_12_challenge,4.0,0.0,13,5.0,1.0,student,1.9291086303444553,1.7045865256933213,0.2245221046511341,13.775477895348866,True
3437189375,3.0727272727272728,11.0,2.5,4.0,3.3,2.136363636363636,1.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,2.0,20,12,3.0727272727272728,20.0,12.062116341783709,16.927272727272726,0.0,0.0,0.0,16.0,189.0,16.0,7.9378836582162915,cost_12_random_reference,9.315365047902098,13.433014923334468,True,9.526153079865692,13.363517778878927,True,5,20.0,n5_cost_12_challenge,4.0,0.0,13,7.0,3.0,student,1.6961552421505335,1.7045865256933213,0.0,16.0,True
1482508876,4.063492063492063,12.0,2.78125,4.0,2.555555555555556,3.071428571428572,0.0,1.0,2.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,19,12,4.063492063492063,19.0,12.014202965553146,14.936507936507937,0.0,0.0,0.0,14.0,189.0,14.0,6.985797034446854,cost_12_random_reference,9.259919401774724,13.43197693584775,True,9.365303734625355,13.414603902524997,True,5,19.0,n5_cost_12_challenge,5.0,0.0,13,6.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
1443296772,4.4089068825910935,10.0,2.84375,4.0,2.5789473684210527,3.230769230769231,0.0,1.0,1.0,2.0,5.0,9.0,6.0,4.0,4.0,2.0,20,12,4.4089068825910935,20.0,12.589139653103596,15.591093117408906,0.0,0.0,0.0,14.0,189.0,14.0,7.410860346896404,cost_12_random_reference,9.7627896354955,14.028767662425984,True,9.92872072191874,13.964930756404508,True,5,20.0,n5_cost_12_challenge,6.0,0.0,13,7.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
436895246,3.571428571428572,11.0,2.625,4.0,2.555555555555556,2.7142857142857144,0.0,1.0,2.0,2.0,5.0,7.0,3.0,3.0,4.0,1.0,20,12,3.571428571428572,20.0,12.383608881818226,16.428571428571427,0.0,0.0,0.0,14.0,189.0,14.0,7.616391118181774,cost_12_random_reference,9.659386433884158,13.807679685706072,True,9.852869352690323,13.756340807150218,True,5,20.0,n5_cost_12_challenge,6.0,0.0,13,7.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
825327025,3.515625,10.0,2.46875,4.0,2.5625,2.375,1.0,0.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,22,12,3.515625,22.0,13.365051676715508,18.484375,0.0,0.0,0.0,14.0,189.0,14.0,8.634948323284492,cost_12_random_reference,10.710169247324584,14.717776269585643,True,10.903110809538052,14.726401630926132,True,5,22.0,n5_cost_12_challenge,8.0,0.0,13,9.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
3486512188,5.303030303030303,10.0,2.71875,4.0,3.272727272727273,2.4285714285714284,0.0,0.0,3.0,3.0,1.0,5.0,3.0,6.0,4.0,3.0,20,12,5.303030303030303,20.0,12.506685974508637,14.696969696969697,0.0,0.0,0.0,14.0,189.0,14.0,7.493314025491365,cost_12_random_reference,9.950359466671657,13.942668068466304,True,9.964785772898892,13.912168529828763,True,5,20.0,n5_cost_12_challenge,6.0,0.0,13,7.0,1.0,student,1.6961552421505335,1.7045865256933213,0.0,14.0,True
4102046991,4.4089068825910935,13.0,3.03125,4.0,3.0,3.076923076923077,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,23,12,4.4089068825910935,23.0,13.531584248804489,18.591093117408906,0.0,0.0,0.0,17.0,189.0,17.0,9.468415751195511,cost_12_random_reference,10.784219705459622,14.973208830560312,True,10.927362472547369,14.91484982993279,True,5,23.0,n5_cost_12_challenge,6.0,0.0,13,10.0,4.0,student,1.6961552421505335,1.7045865256933213,0.0,17.0,True
202276872,3.0228571428571427,11.0,2.375,5.0,2.04,3.571428571428572,0.0,1.0,0.0,3.0,3.0,6.0,5.0,5.0,2.0,2.0,20,12,3.0228571428571427,20.0,12.555716553807745,16.97714285714286,0.0,0.0,0.0,15.0,189.0,15.0,7.444283446192257,cost_12_random_reference,9.752088679902954,13.943182173396398,True,9.727064192288577,13.91617555496648,True,5,20.0,n5_cost_12_challenge,5.0,0.0,13,7.0,2.0,student,1.9291086303444553,1.7045865256933213,0.2245221046511341,14.775477895348866,True
4138925072,3.768627450980392,11.0,2.78125,4.0,3.066666666666667,2.5294117647058822,0.0,0.0,1.0,4.0,4.0,6.0,3.0,4.0,5.0,4.0,21,12,3.768627450980392,21.0,12.42931304460276,17.231372549019607,0.0,0.0,0.0,16.0,189.0,16.0,8.570686955397239,cost_12_random_reference,9.82593100456858,13.913222320443396,True,9.933379486025258,13.845712892374928,True,5,21.0,n5_cost_12_challenge,5.0,0.0,13,8.0,3.0,student,1.6961552421505335,1.7045865256933213,0.0,16.0,True
